epoch,mpe_mpe-large-spread-v1_magic_aaai64 - _step,mpe_mpe-large-spread-v1_magic_aaai64 - _step__MIN,mpe_mpe-large-spread-v1_magic_aaai64 - _step__MAX,mpe_mpe-large-spread-v1_magic_aaai64 - episode_return,mpe_mpe-large-spread-v1_magic_aaai64 - episode_return__MIN,mpe_mpe-large-spread-v1_magic_aaai64 - episode_return__MAX,mpe_mpe-large-spread-v1_tarmac_aaai64 - _step,mpe_mpe-large-spread-v1_tarmac_aaai64 - _step__MIN,mpe_mpe-large-spread-v1_tarmac_aaai64 - _step__MAX,mpe_mpe-large-spread-v1_tarmac_aaai64 - episode_return,mpe_mpe-large-spread-v1_tarmac_aaai64 - episode_return__MIN,mpe_mpe-large-spread-v1_tarmac_aaai64 - episode_return__MAX,mpe_mpe-large-spread-v1_commnet_aaai64 - _step,mpe_mpe-large-spread-v1_commnet_aaai64 - _step__MIN,mpe_mpe-large-spread-v1_commnet_aaai64 - _step__MAX,mpe_mpe-large-spread-v1_commnet_aaai64 - episode_return,mpe_mpe-large-spread-v1_commnet_aaai64 - episode_return__MIN,mpe_mpe-large-spread-v1_commnet_aaai64 - episode_return__MAX,mpe_mpe-large-spread-v1_ic3net_aaai64 - _step,mpe_mpe-large-spread-v1_ic3net_aaai64 - _step__MIN,mpe_mpe-large-spread-v1_ic3net_aaai64 - _step__MAX,mpe_mpe-large-spread-v1_ic3net_aaai64 - episode_return,mpe_mpe-large-spread-v1_ic3net_aaai64 - episode_return__MIN,mpe_mpe-large-spread-v1_ic3net_aaai64 - episode_return__MAX,mpe_mpe-large-spread-v1_tiecomm_aaai - _step,mpe_mpe-large-spread-v1_tiecomm_aaai - _step__MIN,mpe_mpe-large-spread-v1_tiecomm_aaai - _step__MAX,mpe_mpe-large-spread-v1_tiecomm_aaai - episode_return,mpe_mpe-large-spread-v1_tiecomm_aaai - episode_return__MIN,mpe_mpe-large-spread-v1_tiecomm_aaai - episode_return__MAX
761,761,761,761,-449.8166667,-449.8166667,-449.8166667,761,761,761,-552.3,-552.3,-552.3,761,761,761,-414.85,-414.85,-414.85,761,761,761,-622.1166667,-622.1166667,-622.1166667,761,761,761,-318.0333333,-318.0333333,-318.0333333
762,762,762,762,-394.05,-394.05,-394.05,762,762,762,-519.5,-519.5,-519.5,762,762,762,-526.55,-526.55,-526.55,762,762,762,-553.8833333,-553.8833333,-553.8833333,762,762,762,-377.5666667,-377.5666667,-377.5666667
763,763,763,763,-486.0333333,-486.0333333,-486.0333333,763,763,763,-499.95,-499.95,-499.95,763,763,763,-462.8833333,-462.8833333,-462.8833333,763,763,763,-554.9666667,-554.9666667,-554.9666667,763,763,763,-385.3166667,-385.3166667,-385.3166667
764,764,764,764,-473.5333333,-473.5333333,-473.5333333,764,764,764,-520.8833333,-520.8833333,-520.8833333,764,764,764,-387.2666667,-387.2666667,-387.2666667,764,764,764,-448.4333333,-448.4333333,-448.4333333,764,764,764,-379.2333333,-379.2333333,-379.2333333
765,765,765,765,-419.4,-419.4,-419.4,765,765,765,-539.1833333,-539.1833333,-539.1833333,765,765,765,-474.0166667,-474.0166667,-474.0166667,765,765,765,-551.3,-551.3,-551.3,765,765,765,-376.7166667,-376.7166667,-376.7166667
766,766,766,766,-532.2333333,-532.2333333,-532.2333333,766,766,766,-485.7333333,-485.7333333,-485.7333333,766,766,766,-498.2166667,-498.2166667,-498.2166667,766,766,766,-466.2666667,-466.2666667,-466.2666667,766,766,766,-367.1,-367.1,-367.1
767,767,767,767,-444.2166667,-444.2166667,-444.2166667,767,767,767,-546.3333333,-546.3333333,-546.3333333,767,767,767,-472.3166667,-472.3166667,-472.3166667,767,767,767,-518.95,-518.95,-518.95,767,767,767,-363.6833333,-363.6833333,-363.6833333
768,768,768,768,-455.5166667,-455.5166667,-455.5166667,768,768,768,-514.6,-514.6,-514.6,768,768,768,-535.7833333,-535.7833333,-535.7833333,768,768,768,-497.65,-497.65,-497.65,768,768,768,-413.15,-413.15,-413.15
769,769,769,769,-442.4666667,-442.4666667,-442.4666667,769,769,769,-483.6166667,-483.6166667,-483.6166667,769,769,769,-518.0833333,-518.0833333,-518.0833333,769,769,769,-499.5833333,-499.5833333,-499.5833333,769,769,769,-339.4333333,-339.4333333,-339.4333333
770,770,770,770,-516.2166667,-516.2166667,-516.2166667,770,770,770,-502.1333333,-502.1333333,-502.1333333,770,770,770,-459.5833333,-459.5833333,-459.5833333,770,770,770,-529.9166667,-529.9166667,-529.9166667,770,770,770,-343.9833333,-343.9833333,-343.9833333
771,771,771,771,-461.3,-461.3,-461.3,771,771,771,-475.2,-475.2,-475.2,771,771,771,-452.1166667,-452.1166667,-452.1166667,771,771,771,-442.1166667,-442.1166667,-442.1166667,771,771,771,-363.4333333,-363.4333333,-363.4333333
772,772,772,772,-455.5833333,-455.5833333,-455.5833333,772,772,772,-510.9166667,-510.9166667,-510.9166667,772,772,772,-524.35,-524.35,-524.35,772,772,772,-514.9833333,-514.9833333,-514.9833333,772,772,772,-344.2166667,-344.2166667,-344.2166667
773,773,773,773,-451.45,-451.45,-451.45,773,773,773,-566.6666667,-566.6666667,-566.6666667,773,773,773,-482.75,-482.75,-482.75,773,773,773,-547.2666667,-547.2666667,-547.2666667,773,773,773,-354.6,-354.6,-354.6
774,774,774,774,-492.5,-492.5,-492.5,774,774,774,-488.5666667,-488.5666667,-488.5666667,774,774,774,-465.3666667,-465.3666667,-465.3666667,774,774,774,-530.3666667,-530.3666667,-530.3666667,774,774,774,-392.0166667,-392.0166667,-392.0166667
775,775,775,775,-502.85,-502.85,-502.85,775,775,775,-527.65,-527.65,-527.65,775,775,775,-532.6666667,-532.6666667,-532.6666667,775,775,775,-488.5666667,-488.5666667,-488.5666667,775,775,775,-349.0333333,-349.0333333,-349.0333333
776,776,776,776,-465.2833333,-465.2833333,-465.2833333,776,776,776,-517.1833333,-517.1833333,-517.1833333,776,776,776,-465.45,-465.45,-465.45,776,776,776,-590.9833333,-590.9833333,-590.9833333,776,776,776,-384.4333333,-384.4333333,-384.4333333
777,777,777,777,-429.1666667,-429.1666667,-429.1666667,777,777,777,-554.8333333,-554.8333333,-554.8333333,777,777,777,-490.35,-490.35,-490.35,777,777,777,-493.3666667,-493.3666667,-493.3666667,777,777,777,-336.95,-336.95,-336.95
778,778,778,778,-503,-503,-503,778,778,778,-528.9,-528.9,-528.9,778,778,778,-474.45,-474.45,-474.45,778,778,778,-517.0666667,-517.0666667,-517.0666667,778,778,778,-338.2666667,-338.2666667,-338.2666667
779,779,779,779,-504.75,-504.75,-504.75,779,779,779,-537.4,-537.4,-537.4,779,779,779,-404.0833333,-404.0833333,-404.0833333,779,779,779,-530.65,-530.65,-530.65,779,779,779,-327.5833333,-327.5833333,-327.5833333
780,780,780,780,-486.5,-486.5,-486.5,780,780,780,-524.35,-524.35,-524.35,780,780,780,-461.3833333,-461.3833333,-461.3833333,780,780,780,-532.1,-532.1,-532.1,780,780,780,-352.7833333,-352.7833333,-352.7833333
781,781,781,781,-472.1833333,-472.1833333,-472.1833333,781,781,781,-454.8,-454.8,-454.8,781,781,781,-499.1,-499.1,-499.1,781,781,781,-472.7666667,-472.7666667,-472.7666667,781,781,781,-353.1333333,-353.1333333,-353.1333333
782,782,782,782,-433.6666667,-433.6666667,-433.6666667,782,782,782,-495.7166667,-495.7166667,-495.7166667,782,782,782,-445.25,-445.25,-445.25,782,782,782,-473.1833333,-473.1833333,-473.1833333,782,782,782,-355,-355,-355
783,783,783,783,-449.25,-449.25,-449.25,783,783,783,-497.3166667,-497.3166667,-497.3166667,783,783,783,-482.05,-482.05,-482.05,783,783,783,-520.3666667,-520.3666667,-520.3666667,783,783,783,-374.1666667,-374.1666667,-374.1666667
784,784,784,784,-456.5666667,-456.5666667,-456.5666667,784,784,784,-556.95,-556.95,-556.95,784,784,784,-504.5333333,-504.5333333,-504.5333333,784,784,784,-454.3333333,-454.3333333,-454.3333333,784,784,784,-336.0333333,-336.0333333,-336.0333333
785,785,785,785,-496.1166667,-496.1166667,-496.1166667,785,785,785,-536.6833333,-536.6833333,-536.6833333,785,785,785,-440.45,-440.45,-440.45,785,785,785,-484.7333333,-484.7333333,-484.7333333,785,785,785,-356.3833333,-356.3833333,-356.3833333
786,786,786,786,-484.6833333,-484.6833333,-484.6833333,786,786,786,-540.5333333,-540.5333333,-540.5333333,786,786,786,-505.55,-505.55,-505.55,786,786,786,-533.4,-533.4,-533.4,786,786,786,-386.5333333,-386.5333333,-386.5333333
787,787,787,787,-436.1,-436.1,-436.1,787,787,787,-549.15,-549.15,-549.15,787,787,787,-523.3833333,-523.3833333,-523.3833333,787,787,787,-478.9833333,-478.9833333,-478.9833333,787,787,787,-365.15,-365.15,-365.15
788,788,788,788,-480.4,-480.4,-480.4,788,788,788,-559.9,-559.9,-559.9,788,788,788,-493.75,-493.75,-493.75,788,788,788,-622.6666667,-622.6666667,-622.6666667,788,788,788,-325.1333333,-325.1333333,-325.1333333
789,789,789,789,-459.6333333,-459.6333333,-459.6333333,789,789,789,-499.4,-499.4,-499.4,789,789,789,-503.1,-503.1,-503.1,789,789,789,-506.4,-506.4,-506.4,789,789,789,-383.4166667,-383.4166667,-383.4166667
790,790,790,790,-423.5166667,-423.5166667,-423.5166667,790,790,790,-486.2333333,-486.2333333,-486.2333333,790,790,790,-536.5,-536.5,-536.5,790,790,790,-516.9333333,-516.9333333,-516.9333333,790,790,790,-366.2833333,-366.2833333,-366.2833333
791,791,791,791,-472.1166667,-472.1166667,-472.1166667,791,791,791,-572.3666667,-572.3666667,-572.3666667,791,791,791,-545.2333333,-545.2333333,-545.2333333,791,791,791,-515.3666667,-515.3666667,-515.3666667,791,791,791,-346.9666667,-346.9666667,-346.9666667
792,792,792,792,-463.0833333,-463.0833333,-463.0833333,792,792,792,-511.0333333,-511.0333333,-511.0333333,792,792,792,-491.8666667,-491.8666667,-491.8666667,792,792,792,-600.1166667,-600.1166667,-600.1166667,792,792,792,-366.5833333,-366.5833333,-366.5833333
793,793,793,793,-458.4666667,-458.4666667,-458.4666667,793,793,793,-510.1166667,-510.1166667,-510.1166667,793,793,793,-494.8666667,-494.8666667,-494.8666667,793,793,793,-541.4,-541.4,-541.4,793,793,793,-330.3666667,-330.3666667,-330.3666667
794,794,794,794,-371.6333333,-371.6333333,-371.6333333,794,794,794,-554.15,-554.15,-554.15,794,794,794,-451.8333333,-451.8333333,-451.8333333,794,794,794,-541.45,-541.45,-541.45,794,794,794,-355.85,-355.85,-355.85
795,795,795,795,-472.2333333,-472.2333333,-472.2333333,795,795,795,-588.4666667,-588.4666667,-588.4666667,795,795,795,-508.4333333,-508.4333333,-508.4333333,795,795,795,-471.0833333,-471.0833333,-471.0833333,795,795,795,-371.6166667,-371.6166667,-371.6166667
796,796,796,796,-415.6666667,-415.6666667,-415.6666667,796,796,796,-544.1,-544.1,-544.1,796,796,796,-467.5666667,-467.5666667,-467.5666667,796,796,796,-539.8666667,-539.8666667,-539.8666667,796,796,796,-313.5,-313.5,-313.5
797,797,797,797,-458.6166667,-458.6166667,-458.6166667,797,797,797,-479.9833333,-479.9833333,-479.9833333,797,797,797,-414.4,-414.4,-414.4,797,797,797,-512.35,-512.35,-512.35,797,797,797,-290.65,-290.65,-290.65
798,798,798,798,-423.8666667,-423.8666667,-423.8666667,798,798,798,-480.2666667,-480.2666667,-480.2666667,798,798,798,-455.15,-455.15,-455.15,798,798,798,-536.8666667,-536.8666667,-536.8666667,798,798,798,-310.2333333,-310.2333333,-310.2333333
799,799,799,799,-508.85,-508.85,-508.85,799,799,799,-501.2666667,-501.2666667,-501.2666667,799,799,799,-451.8166667,-451.8166667,-451.8166667,799,799,799,-514.75,-514.75,-514.75,799,799,799,-360,-360,-360
800,800,800,800,-457.7666667,-457.7666667,-457.7666667,800,800,800,-519.85,-519.85,-519.85,800,800,800,-467.85,-467.85,-467.85,800,800,800,-546.05,-546.05,-546.05,800,800,800,-353.35,-353.35,-353.35
801,801,801,801,-484.4,-484.4,-484.4,801,801,801,-504.7,-504.7,-504.7,801,801,801,-525.0833333,-525.0833333,-525.0833333,801,801,801,-472.0166667,-472.0166667,-472.0166667,801,801,801,-413.8166667,-413.8166667,-413.8166667
802,802,802,802,-425.8833333,-425.8833333,-425.8833333,802,802,802,-499.8166667,-499.8166667,-499.8166667,802,802,802,-517.9833333,-517.9833333,-517.9833333,802,802,802,-498.6666667,-498.6666667,-498.6666667,802,802,802,-429.9166667,-429.9166667,-429.9166667
803,803,803,803,-425.65,-425.65,-425.65,803,803,803,-555.3333333,-555.3333333,-555.3333333,803,803,803,-527.3166667,-527.3166667,-527.3166667,803,803,803,-509.0333333,-509.0333333,-509.0333333,803,803,803,-340.1166667,-340.1166667,-340.1166667
804,804,804,804,-487.8166667,-487.8166667,-487.8166667,804,804,804,-535.0333333,-535.0333333,-535.0333333,804,804,804,-499.9,-499.9,-499.9,804,804,804,-533.1166667,-533.1166667,-533.1166667,804,804,804,-360.2,-360.2,-360.2
805,805,805,805,-501.8333333,-501.8333333,-501.8333333,805,805,805,-540.2,-540.2,-540.2,805,805,805,-453.5,-453.5,-453.5,805,805,805,-506.25,-506.25,-506.25,805,805,805,-379.6833333,-379.6833333,-379.6833333
806,806,806,806,-493.0666667,-493.0666667,-493.0666667,806,806,806,-515.95,-515.95,-515.95,806,806,806,-520.6333333,-520.6333333,-520.6333333,806,806,806,-471.7833333,-471.7833333,-471.7833333,806,806,806,-372.3333333,-372.3333333,-372.3333333
807,807,807,807,-479.8666667,-479.8666667,-479.8666667,807,807,807,-481.7,-481.7,-481.7,807,807,807,-535.0166667,-535.0166667,-535.0166667,807,807,807,-510.0333333,-510.0333333,-510.0333333,807,807,807,-344.3833333,-344.3833333,-344.3833333
808,808,808,808,-462.7,-462.7,-462.7,808,808,808,-495.8333333,-495.8333333,-495.8333333,808,808,808,-464.35,-464.35,-464.35,808,808,808,-543.9833333,-543.9833333,-543.9833333,808,808,808,-316.0333333,-316.0333333,-316.0333333
809,809,809,809,-496.7833333,-496.7833333,-496.7833333,809,809,809,-558.6166667,-558.6166667,-558.6166667,809,809,809,-493.95,-493.95,-493.95,809,809,809,-489.0333333,-489.0333333,-489.0333333,809,809,809,-359,-359,-359
810,810,810,810,-414.3833333,-414.3833333,-414.3833333,810,810,810,-536.15,-536.15,-536.15,810,810,810,-457.1,-457.1,-457.1,810,810,810,-454.3333333,-454.3333333,-454.3333333,810,810,810,-402.7666667,-402.7666667,-402.7666667
811,811,811,811,-471.8666667,-471.8666667,-471.8666667,811,811,811,-571.6666667,-571.6666667,-571.6666667,811,811,811,-365.95,-365.95,-365.95,811,811,811,-485.4666667,-485.4666667,-485.4666667,811,811,811,-346.05,-346.05,-346.05
812,812,812,812,-472.9333333,-472.9333333,-472.9333333,812,812,812,-517.5333333,-517.5333333,-517.5333333,812,812,812,-437.3166667,-437.3166667,-437.3166667,812,812,812,-586,-586,-586,812,812,812,-352.0166667,-352.0166667,-352.0166667
813,813,813,813,-455.7,-455.7,-455.7,813,813,813,-470.6666667,-470.6666667,-470.6666667,813,813,813,-454.5166667,-454.5166667,-454.5166667,813,813,813,-579.4666667,-579.4666667,-579.4666667,813,813,813,-366.2666667,-366.2666667,-366.2666667
814,814,814,814,-427.65,-427.65,-427.65,814,814,814,-525.2666667,-525.2666667,-525.2666667,814,814,814,-511.6,-511.6,-511.6,814,814,814,-576.9166667,-576.9166667,-576.9166667,814,814,814,-338.0166667,-338.0166667,-338.0166667
815,815,815,815,-489.6666667,-489.6666667,-489.6666667,815,815,815,-511.3666667,-511.3666667,-511.3666667,815,815,815,-434.9666667,-434.9666667,-434.9666667,815,815,815,-508.5166667,-508.5166667,-508.5166667,815,815,815,-320.6,-320.6,-320.6
816,816,816,816,-493.2,-493.2,-493.2,816,816,816,-538.2833333,-538.2833333,-538.2833333,816,816,816,-533.1833333,-533.1833333,-533.1833333,816,816,816,-546.2666667,-546.2666667,-546.2666667,816,816,816,-363.65,-363.65,-363.65
817,817,817,817,-565.8666667,-565.8666667,-565.8666667,817,817,817,-463.6,-463.6,-463.6,817,817,817,-493.35,-493.35,-493.35,817,817,817,-522.75,-522.75,-522.75,817,817,817,-414.2833333,-414.2833333,-414.2833333
818,818,818,818,-392.2166667,-392.2166667,-392.2166667,818,818,818,-523.15,-523.15,-523.15,818,818,818,-515.9166667,-515.9166667,-515.9166667,818,818,818,-529.4666667,-529.4666667,-529.4666667,818,818,818,-378.0666667,-378.0666667,-378.0666667
819,819,819,819,-496.1166667,-496.1166667,-496.1166667,819,819,819,-567.0333333,-567.0333333,-567.0333333,819,819,819,-439.8333333,-439.8333333,-439.8333333,819,819,819,-499.2166667,-499.2166667,-499.2166667,819,819,819,-335.35,-335.35,-335.35
820,820,820,820,-492.0166667,-492.0166667,-492.0166667,820,820,820,-528.05,-528.05,-528.05,820,820,820,-454.9833333,-454.9833333,-454.9833333,820,820,820,-548.7833333,-548.7833333,-548.7833333,820,820,820,-323.0166667,-323.0166667,-323.0166667
821,821,821,821,-527.7,-527.7,-527.7,821,821,821,-520.6333333,-520.6333333,-520.6333333,821,821,821,-465.8166667,-465.8166667,-465.8166667,821,821,821,-529.95,-529.95,-529.95,821,821,821,-359.5333333,-359.5333333,-359.5333333
822,822,822,822,-458.4333333,-458.4333333,-458.4333333,822,822,822,-497.9833333,-497.9833333,-497.9833333,822,822,822,-442.9666667,-442.9666667,-442.9666667,822,822,822,-505.6,-505.6,-505.6,822,822,822,-377.9833333,-377.9833333,-377.9833333
823,823,823,823,-467.85,-467.85,-467.85,823,823,823,-556.2166667,-556.2166667,-556.2166667,823,823,823,-499.1166667,-499.1166667,-499.1166667,823,823,823,-505.6,-505.6,-505.6,823,823,823,-372.2666667,-372.2666667,-372.2666667
824,824,824,824,-446.2666667,-446.2666667,-446.2666667,824,824,824,-521.6166667,-521.6166667,-521.6166667,824,824,824,-483.05,-483.05,-483.05,824,824,824,-480.05,-480.05,-480.05,824,824,824,-355.3,-355.3,-355.3
825,825,825,825,-451.0333333,-451.0333333,-451.0333333,825,825,825,-502.7166667,-502.7166667,-502.7166667,825,825,825,-431.65,-431.65,-431.65,825,825,825,-555.8666667,-555.8666667,-555.8666667,825,825,825,-337.4,-337.4,-337.4
826,826,826,826,-486.8166667,-486.8166667,-486.8166667,826,826,826,-495.0833333,-495.0833333,-495.0833333,826,826,826,-592.45,-592.45,-592.45,826,826,826,-546.6166667,-546.6166667,-546.6166667,826,826,826,-370.8166667,-370.8166667,-370.8166667
827,827,827,827,-375.6,-375.6,-375.6,827,827,827,-471.2666667,-471.2666667,-471.2666667,827,827,827,-479.9,-479.9,-479.9,827,827,827,-493.3333333,-493.3333333,-493.3333333,827,827,827,-334.6166667,-334.6166667,-334.6166667
828,828,828,828,-476.9666667,-476.9666667,-476.9666667,828,828,828,-567.4166667,-567.4166667,-567.4166667,828,828,828,-426.8,-426.8,-426.8,828,828,828,-502.3166667,-502.3166667,-502.3166667,828,828,828,-339.6,-339.6,-339.6
829,829,829,829,-493.8833333,-493.8833333,-493.8833333,829,829,829,-439.8166667,-439.8166667,-439.8166667,829,829,829,-464.4666667,-464.4666667,-464.4666667,829,829,829,-503.9,-503.9,-503.9,829,829,829,-348.0833333,-348.0833333,-348.0833333
830,830,830,830,-420.5833333,-420.5833333,-420.5833333,830,830,830,-514.6666667,-514.6666667,-514.6666667,830,830,830,-429.45,-429.45,-429.45,830,830,830,-576.2666667,-576.2666667,-576.2666667,830,830,830,-345,-345,-345
831,831,831,831,-525.1833333,-525.1833333,-525.1833333,831,831,831,-475.0833333,-475.0833333,-475.0833333,831,831,831,-485.9166667,-485.9166667,-485.9166667,831,831,831,-521.35,-521.35,-521.35,831,831,831,-362.7,-362.7,-362.7
832,832,832,832,-442.3166667,-442.3166667,-442.3166667,832,832,832,-564.7333333,-564.7333333,-564.7333333,832,832,832,-495.0166667,-495.0166667,-495.0166667,832,832,832,-538.5,-538.5,-538.5,832,832,832,-362.3833333,-362.3833333,-362.3833333
833,833,833,833,-445.7166667,-445.7166667,-445.7166667,833,833,833,-479.3,-479.3,-479.3,833,833,833,-529.3666667,-529.3666667,-529.3666667,833,833,833,-537.4,-537.4,-537.4,833,833,833,-386.6833333,-386.6833333,-386.6833333
834,834,834,834,-473.75,-473.75,-473.75,834,834,834,-482.9833333,-482.9833333,-482.9833333,834,834,834,-484.6333333,-484.6333333,-484.6333333,834,834,834,-522.9666667,-522.9666667,-522.9666667,834,834,834,-361.4833333,-361.4833333,-361.4833333
835,835,835,835,-427.7666667,-427.7666667,-427.7666667,835,835,835,-461.7166667,-461.7166667,-461.7166667,835,835,835,-382.8333333,-382.8333333,-382.8333333,835,835,835,-587.7833333,-587.7833333,-587.7833333,835,835,835,-300.5166667,-300.5166667,-300.5166667
836,836,836,836,-489.6,-489.6,-489.6,836,836,836,-534.55,-534.55,-534.55,836,836,836,-478.5,-478.5,-478.5,836,836,836,-539.85,-539.85,-539.85,836,836,836,-353.6833333,-353.6833333,-353.6833333
837,837,837,837,-490.6666667,-490.6666667,-490.6666667,837,837,837,-532.85,-532.85,-532.85,837,837,837,-423.7833333,-423.7833333,-423.7833333,837,837,837,-572.0666667,-572.0666667,-572.0666667,837,837,837,-339.5666667,-339.5666667,-339.5666667
838,838,838,838,-370.15,-370.15,-370.15,838,838,838,-553.75,-553.75,-553.75,838,838,838,-456.1166667,-456.1166667,-456.1166667,838,838,838,-487.7166667,-487.7166667,-487.7166667,838,838,838,-335.1833333,-335.1833333,-335.1833333
839,839,839,839,-481.5666667,-481.5666667,-481.5666667,839,839,839,-532.8166667,-532.8166667,-532.8166667,839,839,839,-424.6,-424.6,-424.6,839,839,839,-551.85,-551.85,-551.85,839,839,839,-379.2333333,-379.2333333,-379.2333333
840,840,840,840,-449.1166667,-449.1166667,-449.1166667,840,840,840,-514.05,-514.05,-514.05,840,840,840,-496.75,-496.75,-496.75,840,840,840,-467.1666667,-467.1666667,-467.1666667,840,840,840,-408.0833333,-408.0833333,-408.0833333
841,841,841,841,-451.3166667,-451.3166667,-451.3166667,841,841,841,-462.3,-462.3,-462.3,841,841,841,-526.2833333,-526.2833333,-526.2833333,841,841,841,-501.8333333,-501.8333333,-501.8333333,841,841,841,-338.75,-338.75,-338.75
842,842,842,842,-525.6,-525.6,-525.6,842,842,842,-550.2333333,-550.2333333,-550.2333333,842,842,842,-439.1166667,-439.1166667,-439.1166667,842,842,842,-488,-488,-488,842,842,842,-373.1666667,-373.1666667,-373.1666667
843,843,843,843,-502.0333333,-502.0333333,-502.0333333,843,843,843,-549.0333333,-549.0333333,-549.0333333,843,843,843,-514.1,-514.1,-514.1,843,843,843,-498.3,-498.3,-498.3,843,843,843,-318.4833333,-318.4833333,-318.4833333
844,844,844,844,-488.85,-488.85,-488.85,844,844,844,-441.2833333,-441.2833333,-441.2833333,844,844,844,-510.95,-510.95,-510.95,844,844,844,-467.2166667,-467.2166667,-467.2166667,844,844,844,-344.05,-344.05,-344.05
845,845,845,845,-449.5,-449.5,-449.5,845,845,845,-512.3333333,-512.3333333,-512.3333333,845,845,845,-476.6,-476.6,-476.6,845,845,845,-508.8666667,-508.8666667,-508.8666667,845,845,845,-380.7,-380.7,-380.7
846,846,846,846,-438.8666667,-438.8666667,-438.8666667,846,846,846,-537.4,-537.4,-537.4,846,846,846,-401.0666667,-401.0666667,-401.0666667,846,846,846,-512.2,-512.2,-512.2,846,846,846,-328.4,-328.4,-328.4
847,847,847,847,-398.2666667,-398.2666667,-398.2666667,847,847,847,-538.45,-538.45,-538.45,847,847,847,-450.0166667,-450.0166667,-450.0166667,847,847,847,-514.8166667,-514.8166667,-514.8166667,847,847,847,-320.65,-320.65,-320.65
848,848,848,848,-442.05,-442.05,-442.05,848,848,848,-514.9666667,-514.9666667,-514.9666667,848,848,848,-459.6833333,-459.6833333,-459.6833333,848,848,848,-492.25,-492.25,-492.25,848,848,848,-339.35,-339.35,-339.35
849,849,849,849,-486.65,-486.65,-486.65,849,849,849,-456.7833333,-456.7833333,-456.7833333,849,849,849,-442.1166667,-442.1166667,-442.1166667,849,849,849,-524.8666667,-524.8666667,-524.8666667,849,849,849,-332.35,-332.35,-332.35
850,850,850,850,-498.45,-498.45,-498.45,850,850,850,-495.45,-495.45,-495.45,850,850,850,-446.4333333,-446.4333333,-446.4333333,850,850,850,-515.7833333,-515.7833333,-515.7833333,850,850,850,-430.0833333,-430.0833333,-430.0833333
851,851,851,851,-518.5666667,-518.5666667,-518.5666667,851,851,851,-476.1166667,-476.1166667,-476.1166667,851,851,851,-442.85,-442.85,-442.85,851,851,851,-549.15,-549.15,-549.15,851,851,851,-398.7166667,-398.7166667,-398.7166667
852,852,852,852,-489.75,-489.75,-489.75,852,852,852,-488.85,-488.85,-488.85,852,852,852,-443.75,-443.75,-443.75,852,852,852,-526.1666667,-526.1666667,-526.1666667,852,852,852,-316.6833333,-316.6833333,-316.6833333
853,853,853,853,-475.45,-475.45,-475.45,853,853,853,-538.8666667,-538.8666667,-538.8666667,853,853,853,-367.1166667,-367.1166667,-367.1166667,853,853,853,-513.0833333,-513.0833333,-513.0833333,853,853,853,-358.4,-358.4,-358.4
854,854,854,854,-494.8,-494.8,-494.8,854,854,854,-467.8,-467.8,-467.8,854,854,854,-472.65,-472.65,-472.65,854,854,854,-515.6333333,-515.6333333,-515.6333333,854,854,854,-358.6666667,-358.6666667,-358.6666667
855,855,855,855,-426.7333333,-426.7333333,-426.7333333,855,855,855,-484.6833333,-484.6833333,-484.6833333,855,855,855,-448.6333333,-448.6333333,-448.6333333,855,855,855,-459.3666667,-459.3666667,-459.3666667,855,855,855,-361.3333333,-361.3333333,-361.3333333
856,856,856,856,-387.5166667,-387.5166667,-387.5166667,856,856,856,-498.8333333,-498.8333333,-498.8333333,856,856,856,-535.2666667,-535.2666667,-535.2666667,856,856,856,-490.7333333,-490.7333333,-490.7333333,856,856,856,-327.6333333,-327.6333333,-327.6333333
857,857,857,857,-483.8333333,-483.8333333,-483.8333333,857,857,857,-528.5666667,-528.5666667,-528.5666667,857,857,857,-494.5833333,-494.5833333,-494.5833333,857,857,857,-523.1666667,-523.1666667,-523.1666667,857,857,857,-336.8,-336.8,-336.8
858,858,858,858,-499.7,-499.7,-499.7,858,858,858,-475.9833333,-475.9833333,-475.9833333,858,858,858,-523.75,-523.75,-523.75,858,858,858,-485.7,-485.7,-485.7,858,858,858,-321.8833333,-321.8833333,-321.8833333
859,859,859,859,-454.7833333,-454.7833333,-454.7833333,859,859,859,-525.3,-525.3,-525.3,859,859,859,-440.8666667,-440.8666667,-440.8666667,859,859,859,-494.6333333,-494.6333333,-494.6333333,859,859,859,-382.1166667,-382.1166667,-382.1166667
860,860,860,860,-422.8333333,-422.8333333,-422.8333333,860,860,860,-486.85,-486.85,-486.85,860,860,860,-453.8833333,-453.8833333,-453.8833333,860,860,860,-476,-476,-476,860,860,860,-305.65,-305.65,-305.65
861,861,861,861,-497.3666667,-497.3666667,-497.3666667,861,861,861,-523.3666667,-523.3666667,-523.3666667,861,861,861,-430.15,-430.15,-430.15,861,861,861,-525.2,-525.2,-525.2,861,861,861,-301.95,-301.95,-301.95
862,862,862,862,-452.7833333,-452.7833333,-452.7833333,862,862,862,-491.5333333,-491.5333333,-491.5333333,862,862,862,-423.35,-423.35,-423.35,862,862,862,-502.45,-502.45,-502.45,862,862,862,-338.1333333,-338.1333333,-338.1333333
863,863,863,863,-507.8333333,-507.8333333,-507.8333333,863,863,863,-566.0333333,-566.0333333,-566.0333333,863,863,863,-527.4666667,-527.4666667,-527.4666667,863,863,863,-451.8833333,-451.8833333,-451.8833333,863,863,863,-339.05,-339.05,-339.05
